"KAPITEL_CODE","KAPITEL_NURNAME","GRUPPE_CODE","GRUPPE_NURNAME","ICD_NAME","ICD_CODE","ICD_FLAG_RARE","ICD_FLAG_UEBERLEIT"
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M65.85: Sonstige Synovitis und Tenosynovitis: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M65.85,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M65.86: Sonstige Synovitis und Tenosynovitis: Unterschenkel [Fibula, Tibia, Kniegelenk]",M65.86,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M65.87: Sonstige Synovitis und Tenosynovitis: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M65.87,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,M66.29: Spontanruptur von Strecksehnen: Nicht näher bezeichnete Lokalisation,M66.29,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.26: Spontanruptur von Strecksehnen: Unterschenkel [Fibula, Tibia, Kniegelenk]",M66.26,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.27: Spontanruptur von Strecksehnen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M66.27,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.28: Spontanruptur von Strecksehnen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M66.28,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,M66.30: Spontanruptur von Beugesehnen: Mehrere Lokalisationen,M66.30,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.31: Spontanruptur von Beugesehnen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M66.31,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.32: Spontanruptur von Beugesehnen: Oberarm [Humerus, Ellenbogengelenk]",M66.32,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.33: Spontanruptur von Beugesehnen: Unterarm [Radius, Ulna, Handgelenk]",M66.33,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.34: Spontanruptur von Beugesehnen: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M66.34,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M66.35: Spontanruptur von Beugesehnen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M66.35,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.03: Osteoporose bei Plasmozytom: Unterarm [Radius, Ulna, Handgelenk]",M82.03,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,M82.00: Osteoporose bei Plasmozytom: Mehrere Lokalisationen,M82.00,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.01: Osteoporose bei Plasmozytom: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M82.01,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.02: Osteoporose bei Plasmozytom: Oberarm [Humerus, Ellenbogengelenk]",M82.02,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.04: Osteoporose bei Plasmozytom: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M82.04,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.05: Osteoporose bei Plasmozytom: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M82.05,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.06: Osteoporose bei Plasmozytom: Unterschenkel [Fibula, Tibia, Kniegelenk]",M82.06,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.07: Osteoporose bei Plasmozytom: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M82.07,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.08: Osteoporose bei Plasmozytom: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M82.08,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,M82.09: Osteoporose bei Plasmozytom: Nicht näher bezeichnete Lokalisation,M82.09,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.16: Sonstige Sehnen- (Scheiden-) Kontraktur: Unterschenkel [Fibula, Tibia, Kniegelenk]",M67.16,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.13: Sonstige Sehnen- (Scheiden-) Kontraktur: Unterarm [Radius, Ulna, Handgelenk]",M67.13,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.14: Sonstige Sehnen- (Scheiden-) Kontraktur: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M67.14,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.15: Sonstige Sehnen- (Scheiden-) Kontraktur: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M67.15,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.17: Sonstige Sehnen- (Scheiden-) Kontraktur: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M67.17,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.18: Sonstige Sehnen- (Scheiden-) Kontraktur: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M67.18,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,M67.19: Sonstige Sehnen- (Scheiden-) Kontraktur: Nicht näher bezeichnete Lokalisation,M67.19,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.20: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Mehrere Lokalisationen",M67.20,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.21: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M67.21,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.92: Bursopathie, nicht näher bezeichnet: Oberarm [Humerus, Ellenbogengelenk]",M71.92,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,M71.89: Sonstige näher bezeichnete Bursopathien: Nicht näher bezeichnete Lokalisation,M71.89,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.90: Bursopathie, nicht näher bezeichnet: Mehrere Lokalisationen",M71.90,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.91: Bursopathie, nicht näher bezeichnet: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M71.91,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.93: Bursopathie, nicht näher bezeichnet: Unterarm [Radius, Ulna, Handgelenk]",M71.93,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.94: Bursopathie, nicht näher bezeichnet: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M71.94,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.95: Bursopathie, nicht näher bezeichnet: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M71.95,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.96: Bursopathie, nicht näher bezeichnet: Unterschenkel [Fibula, Tibia, Kniegelenk]",M71.96,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.97: Bursopathie, nicht näher bezeichnet: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M71.97,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.98: Bursopathie, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M71.98,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.83: Sonstige näher bezeichnete Spondylopathien: Zervikothorakalbereich,M48.83,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.80: Sonstige näher bezeichnete Spondylopathien: Mehrere Lokalisationen der Wirbelsäule,M48.80,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.81: Sonstige näher bezeichnete Spondylopathien: Okzipito-Atlanto-Axialbereich,M48.81,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.82: Sonstige näher bezeichnete Spondylopathien: Zervikalbereich,M48.82,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.84: Sonstige näher bezeichnete Spondylopathien: Thorakalbereich,M48.84,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.85: Sonstige näher bezeichnete Spondylopathien: Thorakolumbalbereich,M48.85,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.86: Sonstige näher bezeichnete Spondylopathien: Lumbalbereich,M48.86,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.87: Sonstige näher bezeichnete Spondylopathien: Lumbosakralbereich,M48.87,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.88: Sonstige näher bezeichnete Spondylopathien: Sakral- und Sakrokokzygealbereich,M48.88,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,M48.89: Sonstige näher bezeichnete Spondylopathien: Nicht näher bezeichnete Lokalisation,M48.89,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,"M48.90: Spondylopathie, nicht näher bezeichnet: Mehrere Lokalisationen der Wirbelsäule",M48.90,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M45,Spondylopathien,"M48.91: Spondylopathie, nicht näher bezeichnet: Okzipito-Atlanto-Axialbereich",M48.91,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.80: Sonstige Rückenschmerzen: Mehrere Lokalisationen der Wirbelsäule,M54.80,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.4: Lumboischialgie,M54.4,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.5: Kreuzschmerz,M54.5,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.6: Schmerzen im Bereich der Brustwirbelsäule,M54.6,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.81: Sonstige Rückenschmerzen: Okzipito-Atlanto-Axialbereich,M54.81,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.82: Sonstige Rückenschmerzen: Zervikalbereich,M54.82,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.83: Sonstige Rückenschmerzen: Zervikothorakalbereich,M54.83,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.84: Sonstige Rückenschmerzen: Thorakalbereich,M54.84,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.85: Sonstige Rückenschmerzen: Thorakolumbalbereich,M54.85,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.86: Sonstige Rückenschmerzen: Lumbalbereich,M54.86,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.87: Sonstige Rückenschmerzen: Lumbosakralbereich,M54.87,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M50,Sonstige Krankheiten der Wirbelsäule und des Rückens,M54.88: Sonstige Rückenschmerzen: Sakral- und Sakrokokzygealbereich,M54.88,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.27: Ischämischer Muskelinfarkt (nichttraumatisch): Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M62.27,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.24: Ischämischer Muskelinfarkt (nichttraumatisch): Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M62.24,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.25: Ischämischer Muskelinfarkt (nichttraumatisch): Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M62.25,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.26: Ischämischer Muskelinfarkt (nichttraumatisch): Unterschenkel [Fibula, Tibia, Kniegelenk]",M62.26,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.28: Ischämischer Muskelinfarkt (nichttraumatisch): Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M62.28,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,M62.29: Ischämischer Muskelinfarkt (nichttraumatisch): Nicht näher bezeichnete Lokalisation,M62.29,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,M62.30: Immobilitätssyndrom (paraplegisch): Mehrere Lokalisationen,M62.30,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.31: Immobilitätssyndrom (paraplegisch): Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M62.31,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.32: Immobilitätssyndrom (paraplegisch): Oberarm [Humerus, Ellenbogengelenk]",M62.32,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M60,Krankheiten der Muskeln,"M62.33: Immobilitätssyndrom (paraplegisch): Unterarm [Radius, Ulna, Handgelenk]",M62.33,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.11: Myalgie: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M79.11,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.08: Rheumatismus, nicht näher bezeichnet: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M79.08,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.09: Rheumatismus, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation",M79.09,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,M79.10: Myalgie: Mehrere Lokalisationen,M79.10,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.12: Myalgie: Oberarm [Humerus, Ellenbogengelenk]",M79.12,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.13: Myalgie: Unterarm [Radius, Ulna, Handgelenk]",M79.13,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.14: Myalgie: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M79.14,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.15: Myalgie: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M79.15,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.16: Myalgie: Unterschenkel [Fibula, Tibia, Kniegelenk]",M79.16,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M79.17: Myalgie: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M79.17,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M80.33: Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Unterarm [Radius, Ulna, Handgelenk]",M80.33,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,M80.30: Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Mehrere Lokalisationen,M80.30,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M80.31: Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M80.31,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M80.32: Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Oberarm [Humerus, Ellenbogengelenk]",M80.32,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M80.34: Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M80.34,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M80.35: Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M80.35,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M80.36: Osteoporose mit pathologischer Fraktur infolge Malabsorption nach chirurgischem Eingriff: Unterschenkel [Fibula, Tibia, Kniegelenk]",M80.36,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.13: Osteoporose bei endokrinen Störungen: Unterarm [Radius, Ulna, Handgelenk]",M82.13,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,M82.10: Osteoporose bei endokrinen Störungen: Mehrere Lokalisationen,M82.10,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.11: Osteoporose bei endokrinen Störungen: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M82.11,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.12: Osteoporose bei endokrinen Störungen: Oberarm [Humerus, Ellenbogengelenk]",M82.12,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.14: Osteoporose bei endokrinen Störungen: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M82.14,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.15: Osteoporose bei endokrinen Störungen: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M82.15,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.16: Osteoporose bei endokrinen Störungen: Unterschenkel [Fibula, Tibia, Kniegelenk]",M82.16,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.17: Osteoporose bei endokrinen Störungen: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M82.17,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M80,Veränderungen der Knochendichte und -struktur,"M82.18: Osteoporose bei endokrinen Störungen: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M82.18,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.25: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Beckenregion und Oberschenkel [Becken, Femur, Gesäß, Hüfte, Hüftgelenk, Iliosakralgelenk]",M67.25,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.22: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Oberarm [Humerus, Ellenbogengelenk]",M67.22,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.23: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Unterarm [Radius, Ulna, Handgelenk]",M67.23,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.24: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Hand [Finger, Handwurzel, Mittelhand, Gelenke zwischen diesen Knochen]",M67.24,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.26: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Unterschenkel [Fibula, Tibia, Kniegelenk]",M67.26,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.27: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Knöchel und Fuß [Fußwurzel, Mittelfuß, Zehen, Sprunggelenk, sonstige Gelenke des Fußes]",M67.27,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.28: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Sonstige [Hals, Kopf, Rippen, Rumpf, Schädel, Wirbelsäule]",M67.28,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M65,Krankheiten der Synovialis und der Sehnen,"M67.29: Hypertrophie der Synovialis, anderenorts nicht klassifiziert: Nicht näher bezeichnete Lokalisation",M67.29,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,M72.2: Fibromatose der Plantarfaszie [Ledderhose-Kontraktur],M72.2,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M71.99: Bursopathie, nicht näher bezeichnet: Nicht näher bezeichnete Lokalisation",M71.99,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,M72.0: Fibromatose der Palmarfaszie [Dupuytren-Kontraktur],M72.0,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,M72.1: Fingerknöchelpolster [Knuckle pads],M72.1,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,M72.40: Pseudosarkomatöse Fibromatose: Mehrere Lokalisationen,M72.40,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M72.41: Pseudosarkomatöse Fibromatose: Schulterregion [Klavikula, Skapula, Akromioklavikular-, Schulter-, Sternoklavikulargelenk]",M72.41,0,0
13,Krankheiten des Muskel-Skelett-Systems und des Bindegewebes,M70,Sonstige Krankheiten des Weichteilgewebes,"M72.42: Pseudosarkomatöse Fibromatose: Oberarm [Humerus, Ellenbogengelenk]",M72.42,0,0
